song_id,Song,Artist,Position,Last Week,Peak,Weeks on Chart,Week,Year,Decade,Month
13163,COMMON PEOPLE,PULP,82,LW:RE,2,15,1996-10-13,1996,1990,10
14808,TRASH,SUEDE,84,LW:RE,3,7,1996-10-13,1996,1990,10
13936,DISCO 2000,PULP,89,LW:RE,7,15,1996-10-13,1996,1990,10
14305,FISTARTER,PRODIGY,93,LW:RE,1,22,1996-10-13,1996,1990,10
11530,DO YOU MEMBER THE FIRST TIME?,PULP,94,LW:RE,33,8,1996-10-13,1996,1990,10
11758,THE SISTERS EP,PULP,95,LW:RE,19,8,1996-10-13,1996,1990,10
13943,INSOMNIA,FAITHLESS,3,LW:RE,3,3,1996-10-20,1996,1990,10
14807,FEDOM,ROBBIE WILLIAMS,56,LW:RE,2,11,1996-10-20,1996,1990,10
13696,BELIEVE IN ME,RAW STYLUS,66,LW:RE,66,2,1996-10-20,1996,1990,10
14860,BETTER WATCH OUT,ANT & DEC,80,LW:RE,10,7,1996-10-20,1996,1990,10
14917,TAKE IT EASY,LET LOOSE,86,LW:RE,25,3,1996-10-20,1996,1990,10
14534,THE LIONS,BADDIEL/SKINNER/LIGHTNING SEED,88,LW:RE,1,16,1996-10-20,1996,1990,10
14890,LIKE A WOMAN,TONY RICH PROJECT,95,LW:RE,27,5,1996-10-20,1996,1990,10
14915,LET'S ALL CHANT,GUSTO,99,LW:RE,21,4,1996-10-20,1996,1990,10
14837,SOMEDAY,ETERNAL,77,LW:RE,4,10,1996-10-27,1996,1990,10
14884,E - BOW THE LETTER,REM,93,LW:RE,4,6,1996-10-27,1996,1990,10
14535,MYSTERIOUS GIRL,PETER ANDRE FT BUBBLER RANX,94,LW:RE,2,19,1996-10-27,1996,1990,10
14887,TUFF ACT TO FOLLOW,MN8,95,LW:RE,15,4,1996-10-27,1996,1990,10
14791,HEY JUPITER/PROFESSIONAL WIDOW,TORI AMOS,100,LW:RE,20,10,1996-10-27,1996,1990,10
4154,DON'T DAM IT'S OVER,CROWDED HOUSE,25,LW:RE,25,12,1996-11-03,1996,1990,11
14759,JUS' COME,COOL JACK,44,LW:RE,44,2,1996-11-03,1996,1990,11
14563,KILLING ME SOFTLY,FUGEES,81,LW:RE,1,21,1996-11-03,1996,1990,11
14858,WHY,3T FEATURING MICHAEL JACKSON,85,LW:RE,2,10,1996-11-03,1996,1990,11
13779,WE'VE GOT IT GOIN' ON,BACKSTREET BOYS,92,LW:RE,3,8,1996-11-03,1996,1990,11
14885,UNDIVIDED LOVE,LOUISE,95,LW:RE,5,7,1996-11-03,1996,1990,11
14917,TAKE IT EASY,LET LOOSE,100,LW:RE,25,4,1996-11-03,1996,1990,11
12626,WHATEVER,OASIS,34,LW:RE,3,72,1996-11-10,1996,1990,11
13820,WONDERWALL,OASIS,36,LW:RE,2,38,1996-11-10,1996,1990,11
12348,CIGATTES & ALCOHOL,OASIS,38,LW:RE,7,65,1996-11-10,1996,1990,11
13050,SOME MIGHT SAY,OASIS,40,LW:RE,1,65,1996-11-10,1996,1990,11
12056,LIVE FOVER,OASIS,42,LW:RE,10,58,1996-11-10,1996,1990,11
11603,SUPERSONIC,OASIS,47,LW:RE,31,53,1996-11-10,1996,1990,11
11859,SHAKERMAKER,OASIS,48,LW:RE,11,55,1996-11-10,1996,1990,11
14198,DON'T LOOK BACK IN ANGER,OASIS,53,LW:RE,1,29,1996-11-10,1996,1990,11
13495,ROLL WITH IT,OASIS,55,LW:RE,2,44,1996-11-10,1996,1990,11
14910,HEY DUDE,KULA SHAKER,87,LW:RE,2,8,1996-11-10,1996,1990,11
14934,FLAVA,PETER ANDRE,77,LW:RE,1,10,1996-11-17,1996,1990,11
14980,ALL I WANT,SKUNK ANANSIE,93,LW:RE,14,5,1996-11-17,1996,1990,11
14960,GOODBYE HEARTBAK,LIGHTHOUSE FAMILY,95,LW:RE,14,8,1996-11-17,1996,1990,11
13090,BORN SLIPPY,UNDERWORLD,97,LW:RE,2,19,1996-11-17,1996,1990,11
14978,THE CIRCLE,OCEAN COLOUR SCENE,89,LW:RE,6,7,1996-11-24,1996,1990,11
15008,DANCE INTO THE LIGHT,PHIL COLLINS,97,LW:RE,9,7,1996-11-24,1996,1990,11
14958,ALWAYS BAKING MY HEART,BELINDA CARLISLE,99,LW:RE,8,8,1996-11-24,1996,1990,11
14149,RUNAWAY,CORRS,60,LW:RE,49,3,1996-12-01,1996,1990,12
15043,KEVIN CARTER,MANIC STREET PREACHERS,96,LW:RE,9,5,1996-12-01,1996,1990,12
14980,ALL I WANT,SKUNK ANANSIE,97,LW:RE,14,6,1996-12-01,1996,1990,12
15008,DANCE INTO THE LIGHT,PHIL COLLINS,95,LW:RE,9,8,1996-12-08,1996,1990,12
15099,DAMING,MN8,97,LW:RE,21,4,1996-12-08,1996,1990,12
14936,I'M ALIVE,STRETCH & VERN PRESENT MADDOG,99,LW:RE,6,10,1996-12-08,1996,1990,12
15078,SOMETHING BEAUTIFUL MAINS,TINA TURNER,100,LW:RE,27,3,1996-12-08,1996,1990,12
11859,SHAKERMAKER,OASIS,80,LW:RE,11,57,1996-12-15,1996,1990,12
15040,SETTING SUN,CHEMICAL BROTHERS,85,LW:RE,1,8,1996-12-15,1996,1990,12
15045,LOVE II LOVE,DAMAGE,94,LW:RE,12,7,1996-12-15,1996,1990,12
15124,BITTERSWEET ME,REM,95,LW:RE,19,3,1996-12-15,1996,1990,12
14976,ESCAPING,DINA CARROLL,97,LW:RE,3,9,1996-12-15,1996,1990,12
14478,IN THE MEANTIME,SPACEHOG,29,LW:RE,29,4,1996-12-22,1996,1990,12
12056,LIVE FOVER,OASIS,75,LW:RE,10,60,1996-12-22,1996,1990,12
15119,PLACE YOUR HANDS,REEF,76,LW:RE,6,8,1996-12-22,1996,1990,12
14919,I LOVE YOU ALWAYS FOVER,DONNA LEWIS,77,LW:RE,5,15,1996-12-22,1996,1990,12
13495,ROLL WITH IT,OASIS,79,LW:RE,2,46,1996-12-22,1996,1990,12
11603,SUPERSONIC,OASIS,80,LW:RE,31,55,1996-12-22,1996,1990,12
15123,WHAT IF...,LIGHTNING SEEDS,85,LW:RE,14,4,1996-12-22,1996,1990,12
15121,YOU MUST LOVE ME,MADONNA,88,LW:RE,10,5,1996-12-22,1996,1990,12
15096,FLYING,CAST,90,LW:RE,4,6,1996-12-22,1996,1990,12
14495,PEARL'S GIRL,UNDERWORLD,91,LW:RE,22,4,1996-12-22,1996,1990,12
14977,SEVEN DAYS AND ONE WEEK,B.B.E.,92,LW:RE,3,10,1996-12-22,1996,1990,12
15099,DAMING,MN8,93,LW:RE,21,5,1996-12-22,1996,1990,12
15217,HELP YOURSELF/BIGAMY AT CHRISTMAS,TONY FERRINO,95,LW:RE,42,3,1996-12-22,1996,1990,12
15149,THIS IS FOR THE LOVER IN YOU,BABYFACE,96,LW:RE,12,6,1996-12-22,1996,1990,12
15097,BEAUTIFUL ONES,SUEDE,97,LW:RE,8,6,1996-12-22,1996,1990,12
13800,1ST OF THA MONTH,BONE THUGS-N-HARMONY,99,LW:RE,15,5,1996-12-22,1996,1990,12
15148,DON'T MAKE ME WAIT,911,73,LW:RE,10,7,1996-12-29,1997,1990,12
15120,FOLLOW THE RULES,LIVIN' JOY,83,LW:RE,9,6,1996-12-29,1997,1990,12
15178,ATOM BOMB,FLUKE,89,LW:RE,20,4,1996-12-29,1997,1990,12
15071,TRIPPIN',MARK MORRISON,90,LW:RE,8,7,1996-12-29,1997,1990,12
15124,BITTERSWEET ME,REM,93,LW:RE,19,4,1996-12-29,1997,1990,12
14563,KILLING ME SOFTLY,FUGEES,95,LW:RE,1,23,1996-12-29,1997,1990,12
15212,IF YOU LEAVE ME NOW,UPSIDE DOWN,96,LW:RE,27,3,1996-12-29,1997,1990,12
15126,FIGHTING FIT,GENE,97,LW:RE,22,3,1996-12-29,1997,1990,12
15210,IF/KEEP ON RUNNING,JOHN ALFORD,98,LW:RE,24,4,1996-12-29,1997,1990,12
14936,I'M ALIVE,STRETCH & VERN PRESENT MADDOG,99,LW:RE,6,11,1996-12-29,1997,1990,12
15127,MACH 5,PRESIDENTS OF THE USA,100,LW:RE,29,3,1996-12-29,1997,1990,12
15175,IF YOU' THINKING OF ME,DODGY,79,LW:RE,11,5,1997-01-05,1997,1990,1
15150,POSSIBLY MAYBE,BJORK,83,LW:RE,13,4,1997-01-05,1997,1990,1
15097,BEAUTIFUL ONES,SUEDE,89,LW:RE,8,7,1997-01-05,1997,1990,1
15217,HELP YOURSELF/BIGAMY AT CHRISTMAS,TONY FERRINO,92,LW:RE,42,4,1997-01-05,1997,1990,1
14807,FEDOM,ROBBIE WILLIAMS,93,LW:RE,2,15,1997-01-05,1997,1990,1
14976,ESCAPING,DINA CARROLL,100,LW:RE,3,10,1997-01-05,1997,1990,1
15204,MILK,GARBAGE FEATURING TRICKY,74,LW:RE,10,8,1997-01-12,1997,1990,1
15206,STAR,BRYAN ADAMS,77,LW:RE,13,5,1997-01-12,1997,1990,1
15238,LOVE IN THE KEY OF C,BELINDA CARLISLE,79,LW:RE,20,4,1997-01-12,1997,1990,1
15119,PLACE YOUR HANDS,REEF,82,LW:RE,6,10,1997-01-12,1997,1990,1
14305,FISTARTER,PRODIGY,83,LW:RE,1,34,1997-01-12,1997,1990,1
15207,SINGLE,PET SHOP BOYS,86,LW:RE,14,4,1997-01-12,1997,1990,1
15208,CHASING RAINBOWS,SHED SEVEN,88,LW:RE,17,7,1997-01-12,1997,1990,1
15210,IF/KEEP ON RUNNING,JOHN ALFORD,90,LW:RE,24,5,1997-01-12,1997,1990,1
15237,YOU DON'T FOOL ME - THE MIXES,QUEEN,97,LW:RE,17,5,1997-01-12,1997,1990,1
14761,HIGHER STATE OF CONSCIOUSNESS 96 MIXES,WINK,99,LW:RE,7,11,1997-01-12,1997,1990,1
13977,I'LL NEVER BAK YOUR HEART,BACKSTREET BOYS,85,LW:RE,8,9,1997-01-19,1997,1990,1
12869,POISON,PRODIGY,88,LW:RE,15,10,1997-01-19,1997,1990,1
14395,OUT OF SPACE,PRODIGY,95,LW:RE,52,3,1997-01-19,1997,1990,1
11727,NO GOOD (START THE DANCE),PRODIGY,96,LW:RE,4,15,1997-01-19,1997,1990,1
14400,CHARLY,PRODIGY,99,LW:RE,66,3,1997-01-19,1997,1990,1
14404,EVERYBODY IN THE PLACE,PRODIGY,100,LW:RE,69,4,1997-01-19,1997,1990,1
9879,VIVAL,MARTINE GIRAULT,61,LW:RE,53,3,1997-01-26,1997,1990,1
12216,VOODOO PEOPLE,PRODIGY,96,LW:RE,13,11,1997-01-26,1997,1990,1
14398,FI,PRODIGY,98,LW:RE,63,3,1997-01-26,1997,1990,1
15239,TWISTED [EVERYDAY HURTS],SKUNK ANANSIE,99,LW:RE,26,5,1997-01-26,1997,1990,1
15354,I FINALLY FOUND SOMEONE,BARBRA STREISAND & BRYAN ADAMS,10,LW:RE,10,3,1997-02-02,1997,1990,2
12350,CONNECTION,ELASTICA,86,LW:RE,17,5,1997-02-02,1997,1990,2
12790,WAKING UP,ELASTICA,92,LW:RE,13,5,1997-02-02,1997,1990,2
13820,WONDERWALL,OASIS,96,LW:RE,2,47,1997-02-02,1997,1990,2
15147,I BELONG TO YOU,GINA G,99,LW:RE,6,12,1997-02-02,1997,1990,2
11307,LINE UP,ELASTICA,100,LW:RE,20,4,1997-02-02,1997,1990,2
15172,STRANGER IN MOSCOW,MICHAEL JACKSON,76,LW:RE,4,12,1997-02-09,1997,1990,2
15041,YOU' GORGEOUS,BABYBIRD,80,LW:RE,3,18,1997-02-09,1997,1990,2
15327,ONLY HUMAN,DINA CARROLL,85,LW:RE,33,5,1997-02-09,1997,1990,2
15294,BETCHA BY GOLLY WOW!,ARTIST,89,LW:RE,11,8,1997-02-09,1997,1990,2
15328,IN THE ONES YOU LOVE,DIANA ROSS,94,LW:RE,34,5,1997-02-09,1997,1990,2
15203,GOVINDA,KULA SHAKER,95,LW:RE,7,9,1997-02-09,1997,1990,2
15205,WHEN I FALL IN LOVE,ANT & DEC,97,LW:RE,12,9,1997-02-09,1997,1990,2
14060,LOST IN LOVE,LEGEND B,45,LW:RE,45,2,1997-02-16,1997,1990,2
15233,CHILD,MARK OWEN,55,LW:RE,3,12,1997-02-16,1997,1990,2
15319,YOUR CHRISTMAS WISH,SMURFS,79,LW:RE,8,7,1997-02-16,1997,1990,2
15262,I FEEL YOU,PETER ANDRE,85,LW:RE,1,11,1997-02-16,1997,1990,2
15265,SECTS,ETERNAL,88,LW:RE,9,9,1997-02-16,1997,1990,2
15291,AUSTRALIA,MANIC STREET PREACHERS,95,LW:RE,7,8,1997-02-16,1997,1990,2
15293,LIVE LIKE HORSES,ELTON JOHN/LUCIANO PAVAROTTI,96,LW:RE,9,8,1997-02-16,1997,1990,2
15232,"NO WOMAN, NO CRY",FUGEES,79,LW:RE,2,10,1997-02-23,1997,1990,2
15145,WHAT BECOMES OF THE BROKEN HEARTED,ROBSON & JEROME,81,LW:RE,1,15,1997-02-23,1997,1990,2
15140,U GOT THE LOVE,HYPERLOGIC,85,LW:RE,85,2,1997-02-23,1997,1990,2
15294,BETCHA BY GOLLY WOW!,ARTIST,94,LW:RE,11,9,1997-02-23,1997,1990,2
15328,IN THE ONES YOU LOVE,DIANA ROSS,97,LW:RE,34,6,1997-02-23,1997,1990,2
10271,SHOW ME LOVE,ROBIN S,9,LW:RE,6,17,1997-03-02,1997,1990,3
15095,SAY YOU'LL BE THE,SPICE GIRLS,86,LW:RE,1,19,1997-03-02,1997,1990,3
15117,IF YOU EVER,EAST 17 FEATURING GABRIELLE,87,LW:RE,2,16,1997-03-02,1997,1990,3
15291,AUSTRALIA,MANIC STREET PREACHERS,90,LW:RE,7,9,1997-03-02,1997,1990,3
15263,I NEED YOU,3T,97,LW:RE,3,11,1997-03-02,1997,1990,3
15320,SALVA MEA,FAITHLESS,100,LW:RE,9,8,1997-03-02,1997,1990,3
15466,RUMBLE IN THE JUNGLE,FUGEES,3,LW:RE,3,2,1997-03-09,1997,1990,3
15318,ALL BY MYSELF,CELINE DION,58,LW:RE,6,12,1997-03-09,1997,1990,3
15289,A DIFFENT BEAT,BOYZONE,62,LW:RE,1,13,1997-03-09,1997,1990,3
15264,COSMIC GIRL,JAMIROQUAI,84,LW:RE,6,11,1997-03-09,1997,1990,3
13943,INSOMNIA,FAITHLESS,91,LW:RE,3,16,1997-03-09,1997,1990,3
15290,FOVER,DAMAGE,93,LW:RE,6,10,1997-03-09,1997,1990,3
15363,IN MY ARMS,ERASURE,98,LW:RE,13,5,1997-03-09,1997,1990,3
15070,WORDS,BOYZONE,100,LW:RE,1,15,1997-03-09,1997,1990,3
15320,SALVA MEA,FAITHLESS,85,LW:RE,9,9,1997-03-16,1997,1990,3
15263,I NEED YOU,3T,90,LW:RE,3,12,1997-03-16,1997,1990,3
15321,OFFSHO,CHICANE,95,LW:RE,14,8,1997-03-16,1997,1990,3
15358,HEY CHILD,EAST 17,98,LW:RE,3,6,1997-03-16,1997,1990,3
15397,CANDY GIRL,BABYBIRD,86,LW:RE,14,4,1997-03-23,1997,1990,3
15290,FOVER,DAMAGE,87,LW:RE,6,11,1997-03-23,1997,1990,3
15345,SATAN LIVE,ORBITAL,96,LW:RE,3,7,1997-03-23,1997,1990,3
15317,HORNY,MARK MORRISON,100,LW:RE,5,10,1997-03-23,1997,1990,3
15201,BATHE,PRODIGY,71,LW:RE,1,18,1997-03-30,1997,1990,3
14305,FISTARTER,PRODIGY,77,LW:RE,1,43,1997-03-30,1997,1990,3
15392,OLDER/I CAN'T MAKE YOU LOVE ME,GEORGE MICHAEL,81,LW:RE,3,9,1997-03-30,1997,1990,3
15344,PROFESSIONAL WIDOW (IT'S GOT TO BE BIG),TORI AMOS,83,LW:RE,1,11,1997-03-30,1997,1990,3
15377,COME BACK BRIGHTER,REEF,85,LW:RE,8,6,1997-03-30,1997,1990,3
15354,I FINALLY FOUND SOMEONE,BARBRA STREISAND & BRYAN ADAMS,86,LW:RE,10,10,1997-03-30,1997,1990,3
15358,HEY CHILD,EAST 17,87,LW:RE,3,7,1997-03-30,1997,1990,3
15445,LET ME IN,OTT,88,LW:RE,12,6,1997-03-30,1997,1990,3
15391,BEETLEBUM,BLUR,89,LW:RE,1,6,1997-03-30,1997,1990,3
15173,ONE & ONE,ROBERT MILES FEAT MARIA NAYLER,92,LW:RE,3,19,1997-03-30,1997,1990,3
15441,BARL OF A GUN,DEPECHE MODE,95,LW:RE,4,5,1997-03-30,1997,1990,3
15477,DARK CLOUDS,SPACE,98,LW:RE,14,5,1997-03-30,1997,1990,3
15419,RUNAWAY,NUYORICAN SOUL FEAT INDIA,99,LW:RE,24,5,1997-03-30,1997,1990,3
15359,PEOPLE HOLD ON (THE BOOTLEG MIXES),LISA STANSFIELD/DIRTY ROTTEN..,100,LW:RE,4,7,1997-03-30,1997,1990,3
13382,MY LOVE IS DEEP,SARA PARKER,22,LW:RE,22,3,1997-04-06,1997,1990,4
15397,CANDY GIRL,BABYBIRD,88,LW:RE,14,5,1997-04-06,1997,1990,4
15337,DON'T CRY FOR ME ARGENTINA,MADONNA,97,LW:RE,3,13,1997-04-06,1997,1990,4
15091,GROOVEBIRD,NATURAL BORN GROOVES,21,LW:RE,21,3,1997-04-13,1997,1990,4
9878,NOTHING IS FOVER,ULTRACYNIC,47,LW:RE,47,3,1997-04-13,1997,1990,4
13043,SEX LIFE,GEOFFREY WILLIAMS,71,LW:RE,71,2,1997-04-13,1997,1990,4
14612,U FOUND OUT,HANDBAGGERS,82,LW:RE,55,3,1997-04-13,1997,1990,4
15376,SATURDAY NIGHT,SUEDE,90,LW:RE,6,5,1997-04-13,1997,1990,4
15415,DO YOU KNOW,MICHELLE GAYLE,92,LW:RE,6,7,1997-04-13,1997,1990,4
15394,WALK ON BY,GABRIELLE,98,LW:RE,7,9,1997-04-13,1997,1990,4
14760,SMILE,SUPERNATURALS,23,LW:RE,23,2,1997-04-20,1997,1990,4
9099,I'LL BE YOUR FRIEND,ROBERT OWENS,25,LW:RE,25,3,1997-04-20,1997,1990,4
15473,THE DAY WE FIND LOVE,911,79,LW:RE,4,9,1997-04-20,1997,1990,4
15443,SHE MAKES MY NOSE BLEED,MANSUN,82,LW:RE,9,6,1997-04-20,1997,1990,4
15413,AIN'T NOBODY,LL COOL J,85,LW:RE,1,11,1997-04-20,1997,1990,4
15530,THE HOLY RIVER,ARTIST,88,LW:RE,19,4,1997-04-20,1997,1990,4
15440,CLEMENTINE,MARK OWEN,91,LW:RE,3,7,1997-04-20,1997,1990,4
15354,I FINALLY FOUND SOMEONE,BARBRA STREISAND & BRYAN ADAMS,92,LW:RE,10,12,1997-04-20,1997,1990,4
15445,LET ME IN,OTT,97,LW:RE,12,8,1997-04-20,1997,1990,4
15439,DISCOTHEQUE,U2,76,LW:RE,1,10,1997-04-27,1997,1990,4
15472,I SHOT THE SHERIFF,WARREN G,83,LW:RE,2,9,1997-04-27,1997,1990,4
15477,DARK CLOUDS,SPACE,93,LW:RE,14,8,1997-04-27,1997,1990,4
15531,FALLING IN LOVE (IS HARD ON THE KNEES),AEROSMITH,95,LW:RE,22,6,1997-04-27,1997,1990,4
15475,LET ME CLEAR MY THROAT,DJ KOOL,96,LW:RE,8,8,1997-04-27,1997,1990,4
15549,SHOUT,ANT & DEC,89,LW:RE,10,6,1997-05-04,1997,1990,5
15548,MOAN & GROAN,MARK MORRISON,90,LW:RE,7,7,1997-05-04,1997,1990,5
15336,2 BECOME 1,SPICE GIRLS,54,LW:RE,1,20,1997-05-11,1997,1990,5
15500,YOU GOT THE LOVE,SOURCE FEATURING CANDI STATON,86,LW:RE,3,9,1997-05-11,1997,1990,5
15606,I BELIEVE IN YOU AND ME,WHITNEY HOUSTON,87,LW:RE,16,6,1997-05-11,1997,1990,5
15608,HARD TO MAKE A STAND,SHERYL CROW,92,LW:RE,22,4,1997-05-11,1997,1990,5
15607,CAN'T NOBODY HOLD ME DOWN,PUFF DADDY FEAT MASE,96,LW:RE,19,5,1997-05-11,1997,1990,5
13521,I'LL BE THE FOR YOU,REMBRANDTS,11,LW:RE,3,14,1997-05-18,1997,1990,5
15835,ALWAYS ON MY MIND,ELVIS PRESLEY,13,LW:RE,9,14,1997-05-18,1997,1990,5
15609,BLACKBIRD ON THE WI,BEAUTIFUL SOUTH,83,LW:RE,23,6,1997-05-18,1997,1990,5
15602,ANOTHER SUITCASE IN ANOTHER HALL,MADONNA,89,LW:RE,7,7,1997-05-18,1997,1990,5
15643,CONSIDERATION,REEF,90,LW:RE,13,5,1997-05-18,1997,1990,5
15578,ELEGANTLY WASTED,INXS,92,LW:RE,20,6,1997-05-18,1997,1990,5
15605,FLY LIKE AN EAGLE,SEAL,94,LW:RE,13,6,1997-05-18,1997,1990,5
15600,ANYWHE FOR YOU,BACKSTREET BOYS,72,LW:RE,4,7,1997-05-25,1997,1990,5
15573,LOVE GUARANTEED,DAMAGE,77,LW:RE,7,7,1997-05-25,1997,1990,5
15466,RUMBLE IN THE JUNGLE,FUGEES,82,LW:RE,3,10,1997-05-25,1997,1990,5
15608,HARD TO MAKE A STAND,SHERYL CROW,84,LW:RE,22,5,1997-05-25,1997,1990,5
15574,THE AL THING,LISA STANSFIELD,85,LW:RE,9,8,1997-05-25,1997,1990,5
15252,GIRL IN A SPORTS CAR,CHRIS REA,89,LW:RE,77,3,1997-05-25,1997,1990,5
15607,CAN'T NOBODY HOLD ME DOWN,PUFF DADDY FEAT MASE,93,LW:RE,19,6,1997-05-25,1997,1990,5
14305,FISTARTER,PRODIGY,98,LW:RE,1,50,1997-05-25,1997,1990,5
15603,A D LETTER DAY,PET SHOP BOYS,99,LW:RE,9,4,1997-05-25,1997,1990,5
15640,GOTTA BE YOU,3T FEATURING HERBIE,86,LW:RE,10,6,1997-06-01,1997,1990,6
15638,FE ME,CAST,87,LW:RE,7,7,1997-06-01,1997,1990,6
15905,ARMED AND EXTMELY DANGEROUS,FIRST CHOICE,88,LW:RE,16,11,1997-06-01,1997,1990,6
15571,IF I NEVER SEE YOU AGAIN,WET WET WET,90,LW:RE,3,9,1997-06-01,1997,1990,6
15636,NORTH COUNTRY BOY,CHARLATANS,93,LW:RE,4,6,1997-06-01,1997,1990,6
15686,LAZY,SUEDE,97,LW:RE,9,4,1997-06-01,1997,1990,6
15689,18 TIL I DIE,BRYAN ADAMS,98,LW:RE,22,4,1997-06-01,1997,1990,6
15601,FLASH,B.B.E.,100,LW:RE,5,7,1997-06-01,1997,1990,6
15284,COCO JAMBOO,MR.PRESIDENT,8,LW:RE,8,2,1997-06-08,1997,1990,6
15026,SHE CRIES YOUR NAME,BETH ORTON,40,LW:RE,40,3,1997-06-08,1997,1990,6
15685,MFEO,KAVANA,80,LW:RE,8,5,1997-06-08,1997,1990,6
15661,IT'S NO GOOD,DEPECHE MODE,100,LW:RE,5,6,1997-06-08,1997,1990,6
15682,THE SAINT,ORBITAL,76,LW:RE,3,8,1997-06-15,1997,1990,6
15686,LAZY,SUEDE,81,LW:RE,9,5,1997-06-15,1997,1990,6
15640,GOTTA BE YOU,3T FEATURING HERBIE,87,LW:RE,10,7,1997-06-15,1997,1990,6
15709,VENCE,FAITHLESS,91,LW:RE,10,4,1997-06-15,1997,1990,6
15687,HALO,TEXAS,93,LW:RE,10,8,1997-06-15,1997,1990,6
15660,UNDERWATER LOVE,SMOKE CITY,95,LW:RE,4,6,1997-06-15,1997,1990,6
15689,18 TIL I DIE,BRYAN ADAMS,97,LW:RE,22,5,1997-06-15,1997,1990,6
15659,RICHARD III,SUPERGRASS,77,LW:RE,2,6,1997-06-22,1997,1990,6
15688,ON & ON,ERYKAH BADU,80,LW:RE,12,5,1997-06-22,1997,1990,6
15734,HYPNOTIZE,NOTORIOUS B.I.G.,83,LW:RE,10,5,1997-06-22,1997,1990,6
15661,IT'S NO GOOD,DEPECHE MODE,84,LW:RE,5,7,1997-06-22,1997,1990,6
15708,YOU SHOWED ME,LIGHTNING SEEDS,91,LW:RE,8,6,1997-06-22,1997,1990,6
15639,HIT 'EM HIGH (THE MONSTARS' ANTHEM),B REAL/BUSTA RHYMES/COOLIO...,98,LW:RE,8,7,1997-06-22,1997,1990,6
10297,THINGS CAN ONLY GET BETTER,D:REAM,99,LW:RE,19,4,1997-06-22,1997,1990,6
9099,I'LL BE YOUR FRIEND,ROBERT OWENS,100,LW:RE,25,5,1997-06-22,1997,1990,6
13472,THE GOOD LIFE,NEW POWER GENERATION,15,LW:RE,15,4,1997-06-29,1997,1990,6
15704,OLD BEFO I DIE,ROBBIE WILLIAMS,72,LW:RE,2,10,1997-06-29,1997,1990,6
15547,MAMA/WHO DO YOU THINK YOU A,SPICE GIRLS,78,LW:RE,1,16,1997-06-29,1997,1990,6
15804,FOVER GIRL,OTT,88,LW:RE,24,4,1997-06-29,1997,1990,6
15736,TOMORROW,JAMES,89,LW:RE,12,4,1997-06-29,1997,1990,6
15762,FALLING,ANT & DEC,92,LW:RE,14,5,1997-06-29,1997,1990,6
15735,NIGHTMA,BRAINBUG,93,LW:RE,11,6,1997-06-29,1997,1990,6
15710,SENSATIONAL,MICHELLE GAYLE,100,LW:RE,14,5,1997-06-29,1997,1990,6
15411,86'D,SUBCIRCUS,56,LW:RE,56,2,1997-07-06,1997,1990,7
15705,STARING AT THE SUN,U2,88,LW:RE,3,10,1997-07-06,1997,1990,7
15836,BRUISE PRISTINE,PLACEBO,93,LW:RE,14,4,1997-07-06,1997,1990,7
15708,YOU SHOWED ME,LIGHTNING SEEDS,94,LW:RE,8,7,1997-07-06,1997,1990,7
15763,TAXLOSS,MANSUN,96,LW:RE,15,4,1997-07-06,1997,1990,7
14305,FISTARTER,PRODIGY,100,LW:RE,1,51,1997-07-06,1997,1990,7
15757,STAR PEOPLE '97,GEORGE MICHAEL,59,LW:RE,2,10,1997-07-13,1997,1990,7
15913,STRANGE,WET WET WET,74,LW:RE,13,5,1997-07-13,1997,1990,7
12626,WHATEVER,OASIS,76,LW:RE,3,88,1997-07-13,1997,1990,7
13820,WONDERWALL,OASIS,79,LW:RE,2,49,1997-07-13,1997,1990,7
13050,SOME MIGHT SAY,OASIS,83,LW:RE,1,74,1997-07-13,1997,1990,7
12348,CIGATTES & ALCOHOL,OASIS,85,LW:RE,7,74,1997-07-13,1997,1990,7
12056,LIVE FOVER,OASIS,87,LW:RE,10,63,1997-07-13,1997,1990,7
14198,DON'T LOOK BACK IN ANGER,OASIS,88,LW:RE,1,38,1997-07-13,1997,1990,7
13495,ROLL WITH IT,OASIS,89,LW:RE,2,49,1997-07-13,1997,1990,7
11859,SHAKERMAKER,OASIS,90,LW:RE,11,61,1997-07-13,1997,1990,7
11603,SUPERSONIC,OASIS,91,LW:RE,31,58,1997-07-13,1997,1990,7
15805,BLUE DAY,SUGGS & CO. FT CHELSEA TEAM,95,LW:RE,22,6,1997-07-13,1997,1990,7
15762,FALLING,ANT & DEC,96,LW:RE,14,6,1997-07-13,1997,1990,7
15732,BODYSHAKIN',911,97,LW:RE,3,8,1997-07-13,1997,1990,7
15756,LOVE WONT WAIT,GARY BARLOW,64,LW:RE,1,8,1997-07-20,1997,1990,7
15731,BLOOD ON THE DANCE FLOOR,MICHAEL JACKSON,76,LW:RE,1,10,1997-07-20,1997,1990,7
15836,BRUISE PRISTINE,PLACEBO,79,LW:RE,14,5,1997-07-20,1997,1990,7
16014,SPICE GIRLS MEDLEY,UNLIMITED BEAT,84,LW:RE,84,2,1997-07-20,1997,1990,7
15796,I'M A MAN NOT A BOY,NORTH AND SOUTH,85,LW:RE,7,6,1997-07-20,1997,1990,7
15758,LOVE IS THE LAW,SEAHORSES,90,LW:RE,3,8,1997-07-20,1997,1990,7
