artist_id,Artist
4043,CHAKA DEMUS & PLIERS
4044,CRANBERRIES
4045,ORB
4046,ELASTICA
4047,D:MOB WITH CATHY DENNIS
4048,CARLEEN ANDERSON
4049,BEE GEES
4050,URBAN SPECIES
4051,CHARLATANS
4052,P.O.V. WITH JADE
4053,PAUL RODGERS
4054,HOUSE OF ZEKKARIYAS AKA WOMACK
4055,BOO RADLEYS
4056,BOBBY BROWN/WHITNEY HOUSTON
4057,MR BLOBBY
4058,MESHELL NDEGEOCELLO
4059,SLEEPER
4060,EVE'S PLUM
4061,FLAVOUR
4062,NUTTIN' NYCE
4063,CHER WITH BEAVIS AND BUTTHEAD
4064,RACHID TAHA
4065,BOOMSHANKA
4066,POINT
4067,SASHA
4068,PROCLAIMERS
4069,ATLANTIC OCEAN
4070,NKOTB
4071,JAZZY JEFF & FRESH PRINCE
4072,WILDHEARTS
4073,FOG
4074,SUB SUB
4075,DIDDY
4076,2WO THIRD3
4077,NILSSON
4078,KUTTIN EDGE FEAT DALE JOYNER
4079,WHITEOUT
4080,CORDUROY
4081,SHERYL CROW
4082,ZORAN
4083,HANSON & NELSON
4084,MANGAL SINGH AND AMAR
4085,MARIO LANZA
4086,LOOP GURU
4087,SHI-TAKE
4088,ELTON JOHN AND RUPAUL
4089,JAM & SPOON
4090,MARRADONNA
4091,RIVER OCEAN
4092,MICHAEL WATFORD
4093,FREAKPOWER
4094,BUG KANN & PLASTIC JAM
4095,COSMIC BABY
4096,JOSHUA KADISON
4097,AFGHAN WHIGS
4098,YOU
4099,R KELLY
4100,DEEP FRIED
4101,SHY ONE
4102,S.N.A.F.U.
4103,SMASHING PUMPKINS
4104,BECK
4105,BARBARA TUCKER
4106,QUIVVER
4107,JOE LONGTHORNE
4108,SANDALS
4109,ROB 'N RAZ
4110,EAT STATIC
4111,MASTERBOY
4112,PARADISE LOST
4113,ASTRALASIA
4114,BABY CHAOS
4115,DOOP
4116,MARCELLA DETROIT
4117,BEAUTIFUL SOUTH
4118,CARTER UNSTOPPABLE SEX MACHINE
4119,Q
4120,TOM PETTY & THE HEARTBREAKERS
4121,CHARLOTTE
4122,KERBDOG
4123,VELVET UNDERGROUND
4124,ARIZONA
4125,DAVID HOLMES
4126,COMPULSION
4127,PERKS OF LIVING SOCIETY
4128,DEGREES OF MOTION FEAT BITI
4129,SALT N PEPA WITH EN VOGUE
4130,WHALE
4131,CLAWFINGER
4132,MICHAEL NYMAN
4133,ERIC GABLE
4134,POSIES
4135,SHED SEVEN
4136,TOOL
4137,PATRA
4138,THESE ANIMAL MEN
4139,BRAND NEW HEAVIES
4140,SOUNDS OF BLACKNESS
4141,WONDER STUFF
4142,LISA LISA
4143,BACKBEAT BAND
4144,MISSION
4145,AVERAGE WHITE BAND
4146,SULTANA
4147,MADDER ROSE
4148,LOLEATTA HOLLOWAY
4149,SHAQUILLE O'NEAL
4150,JUNIOR VASQUEZ
4151,PAW
4152,RHYME TIME PROD FEAT ANNA DALE
4153,BONTEMPI OWNERS CLUB
4154,JX
4155,K7 & THE SWING KIDS
4156,ECHOBELLY
4157,GENERAL SAINT FEAT DON CAMPBEL
4158,BONE
4159,SMOOTH TOUCH
4160,TEENAGE FANCLUB & DE LA SOUL
4161,ALL-4-ONE
4162,JUDITH DURHAM/SEEKERS
4163,NEW KINGDOM
4164,(SYMBOL)
4165,TONY DI BART
4166,BLACK MACHINE
4167,ICE T
4168,YOUNG BLACK TEENAGERS
4169,COASTERS
4170,BONO & GAVIN FRIDAY
4171,MELANIE WILLIAMS
4172,Q-TEX
4173,SCHWARZKOPF
4174,NUSH
4175,LOVELAND VS DARLENE LEWIS
4176,DOLLY PARTON & JAMES INGRAM
4177,WORLD WARRIOR
4178,GROOVE CORPORATION
4179,DEEP BLUE
4180,MOTHER EARTH
4181,A.M. CITY
4182,CASSANDRA WILSON
4183,RAPIDS
4184,SURE IS PURE
4185,CRASH TEST DUMMIES
4186,C J LEWIS
4187,PRETENDERS
4188,PJ & DUNCAN
4189,OASIS
4190,LUCIANA
4191,BT EXPRESS
4192,GIGOLO AUNTS
4193,BLINK
4194,MANCHESTER UTD FOOTBALL SQUAD
4195,O.T. QUARTET
4196,COUNTING CROWS
4197,JAH WOBBLE'S INVADERS OF HEART
4198,DEADLY SINS
4199,BROTHERS IN RHYTHM FT CHARVONI
4200,FALL
4201,7669
4202,BUFFALO TOM
4203,DIG
4204,SALAD
4205,SEEFEEL
4206,DELTA LADY
4207,MUTHA'S DAY OUT
4208,KALIPHZ
4209,STILTSKIN
4210,MOTIV 8
4211,T-EMPO
4212,N-TRANCE FEAT KELLY LLORENNA
4213,HYSTERIX
4214,MICK RONSON WITH JOE ELLIOTT
4215,AUTECHRE
4216,DEEP CREED 94
4217,FUNKY POETS
4218,MR. ROY
4219,FRENTE
4220,OMNI TRIO
4221,SHYHEIM A/K/A THE RUGGED CHILD
4222,GENE
4223,Q.F.X
4224,FAITH HILL
4225,PARKS & WILSON
4226,RATTY
4227,CHELSEA FOOTBALL CLUB
4228,MARCELLA DETROIT & ELTON JOHN
4229,DOOBIE BROTHERS
4230,DENISE JOHNSON
4231,DARKMAN
4232,LEMONHEADS
4233,DANZIG
4234,NUMAN & DADADANG
4235,MOVIN MELODIES PRODUCTION
4236,UNDERTONES
4237,MAXX
4238,MASH!
4239,CB MILTON
4240,FRANK BLACK
4241,OUR TRIBE WITH FRANKE PHAROAH
4242,TONY TONI TONE
4243,TERRI & MONICA
4244,HUEY LEWIS & THE NEWS
4245,SALT N PEPA
4246,TIME FREQUENCY
4247,VILLAGE PEOPLE
4248,CRACKER
4249,US3
4250,NAS
4251,BEAUTIFUL PEOPLE
4252,SOUND CROWD
4253,BIVOUAC
4254,BIG MOUNTAIN
4255,MAGIC AFFAIR
4256,EDDI READER
4257,FITS OF GLOOM
4258,CHUBBY CHUNKS VOLUME 2
4259,DJ JAZZY JEFF AND FRESH PRINCE
4260,HOPE
4261,MILAN
4262,PAUL HARINGTON/CHARLIE MCGETTI
4263,TRAFFIC
4264,GEMS FOR JEM
4265,BILL WHELAN
4266,INDIGO GIRLS
4267,ABSOLUTELY FABULOUS
4268,DAWN PENN
4269,JOCELYN BROWN AND KYM MAZELLE
4270,MILLA
4271,CHUMBAWAMBA WITH SISTERS OF PE
4272,JEANIE TRACY
4273,TANYA BLOUNT
4274,RICHARD TRAVISS
4275,DUST BROTHERS
4276,ULTRA SONIC
4277,SOLITAIRE GEE
4278,PRAXIS FEAT KATHY BROWN
4279,DIVA CONVENTION FEAT MICHELLE
4280,BLAST FEATURING V.D.C.
4281,BRAVADO
4282,M-BEAT FEAT GENERAL LEVY
4283,DISCO ANTHEM
4284,PAN POSITION
4285,LEENA CONQUEST
4286,HELMET
4287,MEGA BANTON
4288,RESPECT FEAT HANNAH JONES
4289,GREEN DAY
4290,TINY MONROE
4291,ANTICAPPELLA FEAT MC FIXX IT
4292,SPIN DOCTORS
4293,KRISTINE W
4294,YOUSSOU N'DOUR FT NENEH CHERRY
4295,KEITH MAC PROJECT
4296,TERRY NEASON
4297,INTERNATIONAL CHRYSIS
4298,AALIYAH
4299,KWS AND GWEN DICKEY
4300,DARYL HALL/SOUNDS OF BLACKNESS
4301,LEONARD BERNSTEIN
4302,IAN MCNABB
4303,VERUCA SALT
4304,E-LUSTRIOUS
4305,STRANGELOVE
4306,LORDS OF THE UNDERGROUND
4307,PRINCE ITAL JOE FT MARKY MARK
4308,DUKE
4309,BC-52'S
4310,TWO COWBOYS
4311,LIGHTER SHADE OF BROWN
4312,BIOHAZARD
4313,EDDY
4314,PATRIC
4315,AHMAD
4316,ROCKMELONS
4317,ULTRABOOGIE
4318,OVERLORDS
4319,DARLENE LEWIS
4320,TALL PAUL
4321,ROLLING STONES
4322,CHINA BLACK
4323,BLACKGIRL
4324,ABIGAIL
4325,RENEGADE FEATURING RAY KEITH
4326,WARREN G & NATE DOGG
4327,VOLCANO
4328,KIM ENGLISH
4329,ANIMAL
4330,COOLIO
4331,PHILLIP LEO
4332,BREEDERS
4333,TEA PARTY
4334,JOEY BELTRAM
4335,SHAMPOO
4336,RED DRAGON WITH BRIAN AND TONY
4337,CARRERAS/DOMINGO/PAVAROTTI
4338,JESUS AND MARY CHAIN
4339,KATE BUSH AND LARRY ADLER
4340,SONIC SURFERS
4341,X-PRESS 2 FEATURING LO-PRO
4342,FUTURE SOUND OF LONDON
4343,COMANCHE PARK
4344,EAST BEAT SYNDICATE
4345,ANGELA WINBUSH
4346,LIAM NEESON
4347,JACKYL
4348,JAN JOHNSTON
4349,BABY STAFFORD
4350,DEEP BLUE/DJ PULSE & A. REECE
4351,HUE & CRY
4352,HED BOYS
4353,S*M*A*S*H
4354,LUCAS
4355,MR. V
4356,ICE MC
4357,IDEAL
4358,BBM
4359,BARRY MANILOW AND DEBRA BYRD
4360,VELVET JUNGLE
4361,DEUS
4362,GROOVE BOX FEAT EVELYN THOMAS
4363,SEBADOH
4364,BALOUGA BOYS
4365,ASTRALASIA/SUNS OF ARQA
4366,MERCURY REV
4367,FARM
4368,DJ MIKO
4369,TIN TIN OUT FEAT SWEET TEE
4370,DIRECKT
4371,DONNA GILES
4372,WHOOLIGANZ
4373,BLACKSTREET
4374,PORTISHEAD
4375,RONNI SIMON
4376,4TH MEASURE MEN
4377,HEADSWIM
4378,FRANCIS DUNNERY
4379,TYSON
4380,SLAPBACK
4381,WHIGFIELD
4382,SOURMASH
4383,INFINITI
4384,ACKER MARACKER
4385,TINMAN
4386,SEAN MAGUIRE
4387,MORRISSEY & SIOUXSIE
4388,LIGHTNING SEEDS
4389,URBAN SPECIES FEAT MC SOLAAR
4390,COLLECTIVE SOUL
4391,GOOD STRAWBERRIES
4392,ANGEL PIE
4393,ROBOTMAN
4394,WARP-9
4395,DANCE MUSIC FEDERATION
4396,ICE CUBE FEAT GEORGE CLINTON
4397,HELICOPTER
4398,PIZZAMAN
4399,SASHA WITH SAM MOLLISON
4400,MAZZY STAR
4401,PROJECT FEATURING GERIDEAU
4402,TERRY HALL
4403,MIKEY & SMILEY FEAT DBD
4404,HARDHEADS
4405,JULIANA HATFIELD THREE
4406,BOTTOM $
4407,DYMENSION FEAT HAZELL DEAN
4408,ASH
4409,ADORABLE
4410,DJ DEXTROUS
4411,LIVIN' JOY
4412,LISA LOEB & NINE STORIES
4413,DUKE BAYSEE
4414,J MELLENCAMP & M NDEGEOCELLO
4415,DAVE STEWART
4416,D:MOB
4417,AMOS
4418,GIPSY KINGS
4419,SHEER BRONZE
4420,BALLY SAGOO
4421,RISE
4422,SHANE MACGOWAN AND THE POPES
4423,INTERMISSION FEAT LORI GLORI
4424,BLACK SCIENCE ORCHESTRA
4425,AFX
4426,NEIL YOUNG WITH CRAZY HORSE
4427,ALL SAINTS 1.9.7.5
4428,AMAR
4429,BANANAS IN PYJAMAS
4430,FLAMING LIPS
4431,FUN FACTORY
4432,CORONA
4433,REDD KROSS/SONIC YOUTH
4434,CHILDREN FOR RWANDA
4435,PERPLEXER
4436,THINK TWICE
4437,UNDERGROUND SOUND OF LISBON
4438,ANNABELLA LWIN
4439,GIRLS AGAINST BOYS
4440,CANDLEBOX
4441,HANSON & NELSON VS ZERO B
4442,PEREZ PRADO
4443,LUTHER VANDROSS & MARIAH CAREY
4444,SNAP! FEATURING SUMMER
4445,PAMELA FERNANDEZ
4446,OPTIMYSTIC
4447,BLACK DIAMOND
4448,CHRIS & JAMES
4449,GRAVEDIGGAZ
4450,BALEARICO
4451,JOHNNY JUNGLE
4452,LAURENT GARNIER
4453,NERIOUS JOSEPH & TENOR FLY
4454,THIS PICTURE
4455,MARGIE COX
4456,JAM & SPOON FEATURING PLAVKA
4457,NAOMI CAMPBELL
4458,CHANGING FACES
4459,D.J. BOBO
4460,ALYSHA WARREN
4461,ZEITIA MASSIAH
4462,LA BOUCHE
4463,INDIAN VIBES
4464,FULL MONTY ALLSTARS FEAT T.J.
4465,REEFA!
4466,NAN VERNON
4467,STRIKE
4468,MR. PEACH
4469,ELEVATOR
4470,PATO BANTON
4471,BOMB THE BASS/JUSTIN WARFIELD
4472,ROGER TAYLOR & YOSHIKI
4473,WAYNE MARSHALL
4474,E.V.E
4475,UK APACHI WITH SHY FX
4476,EDIE BRICKELL & NEW BOHEMIANS
4477,OLGA
4478,SERIOUS ROPE
4479,REBECCA DE RUVO
4480,DJ SHADOW/DJ KRUSH
4481,MARIE CLAIRE D'UBALDO
4482,FLAVOUR FEAT DARRYL PANDY
4483,PRICKLY PAIR FT DJ MAXY JAZZ
4484,ROUTE 66
4485,OFFSPRING
4486,BODY COUNT
4487,DARREN DAY
4488,SUZI CARR
4489,CULT
4490,CONQUERING LION
4491,PROFESSOR
4492,ALICIA BRIDGES
4493,LADY OF RAGE
4494,ORANGE
4495,KYUSS
4496,GERIDEAU
4497,XELCIA
4498,TRANSGLOBAL UNDERGROUND
4499,INDO
4500,LIVE
4501,STINA NORDENSTAM
4502,NIGHTCRAWLERS
4503,PURPLE KINGS
4504,SISTER BLISS
4505,NICKI FRENCH
4506,SCOTT BRADLEY
4507,SUBLIMINAL CUTS
4508,BRIGETTE MCWILLIAMS
4509,TOAD THE WET SPROCKET
4510,MO-DO
4511,ONE FAMILY
4512,SAHOTAS
4513,DESOTO FEATURING MERDALER
4514,VOODOO BLUE
4515,ULTIMATE KAOS
4516,N-TRANCE
4517,JOE COCKER FT BEKKA BRAMLETT
4518,DA BRAT
4519,E'VOKE
4520,MAXCESS FEAT CHEROKEE
4521,MOZAIC
4522,RHYME TIME PRODUCTIONS
4523,GENERAL BASE
4524,RYUICHI SAKAMOTO/HOLLY JOHNSON
4525,JOHNNY VICIOUS VS M.F.S.B
4526,SUPERGRASS
4527,TIM DOG
4528,MICHELLE SWEENEY
4529,L.W.S.
4530,NOTORIOUS B.I.G.
4531,DAVID DIXON
4532,ACT OF FAITH
4533,KEY AURA
4534,PLASTIKMAN
4535,SURREAL
4536,CUTTY RANKS
4537,VOICES
4538,(MC SAR &) THE REAL MCCOY
4539,APOLLO FOUR FORTY
4540,LOVELAND FT RACHEL MCFARLANE
4541,FITS OF GLOOM FEAT LIZZY MACK
4542,DREDBASS
4543,MUSIC RELIEF '94
4544,THOSE 2 GIRLS
4545,COLOURBLIND
4546,USHER
4547,WARREN G
4548,SAW DOCTORS
4549,MOIST
4550,BLAST FEAT V.D.C.
4551,CRAIG MACK
4552,DJ DISCIPLE
4553,BIG AUDIO
4554,THATS-A-NOISE
4555,PHARAO
4556,GRANT LEE BUFFALO
4557,TALIZMAN
4558,CARTER USM
4559,SPIRITS
4560,KWS FEAT TEDDY PENDERGRASS
4561,BILLIE RAY MARTIN
4562,MIKE
4563,ELECTRAFIXION
4564,CLUBZONE
4565,BLACK SHEEP
4566,BARRINGTON LEVY & BEENIE MAN
4567,GOOD FELLO'S
4568,GLOBAL COMMUNICATION
4569,TOTAL DEVASTATION
4570,EARTHLING
4571,OUT OF MY HAIR
4572,DIANE YOUDALE
4573,20 FINGERS FEAT GILLETTE
4574,NEW ATLANTIC/U4EA FT BERRI
4575,DAVID ESSEX/CATHERINE Z JONES
4576,ELVIS COSTELLO AND ATTRACTIONS
4577,JUSTIN WARFIELD
4578,NEWTON
4579,RETRIBUTION
4580,JERU THE DAMAJA
4581,FOUL PLAY
4582,REJOICE
4583,JONI MITCHELL
4584,STONE ROSES
4585,BLUE BAMBOO
4586,GOLDIE PRESENTS METALHEADS
4587,WAY OUT WEST
4588,RED EYE
4589,SAINT & CAMPBELL
4590,MC SOLAAR
4591,SUMMIT
4592,JINX
4593,BLAMELESS
4594,JOY LYNN WHITE
4595,MISSJONES
4596,PEACHES & HERB
4597,BOYZONE
4598,CLIFF RICHARD WITH PHIL EVERLY
4599,JOE LONGTHORNE & LIZ DAWN
4600,PEREZ 'PREZ' PRADO & HIS ORCH
4601,BRANDY
4602,MOTORHEAD/ICE T/W. CRANE
4603,NOOTROPIC
4604,AS WE SPEAK
4605,ORIGINAL FLYING PICKETS
4606,SANDRA BERNHARD
4607,WILLY NINJA
4608,MIGHTY MORPH'N POWER RANGERS
4609,REDNEX
4610,M-BEAT FEATURING NAZLYN
4611,2 IN A TENT
4612,BLACK DUCK
4613,BOMB THE BASS/SPIKEY TEE
4614,JIMMY PAGE & ROBERT PLANT
4615,ERIC IDLE FEAT RICHARD WILSON
4616,LI KWAN
4617,Y?N-VEE
4618,TONJA DANTZLER
4619,CENTORY
4620,MC DALE AND THE BAR CODES
4621,SPEARHEAD
4622,HEARTBEAT COUNTRY
4623,HUSTLERS CONVENTION
4624,PULSE
4625,BASIC ELEMENT
4626,MARUSHA
4627,ZIG AND ZAG
4628,CARPENTERS
4629,BYKER GROOOVE!
4630,STABBS
4631,SOFT HOUSE COMPANY III
4632,YULETIDE OUTLAWS
4633,HOUSE TRAFFIC
4634,FORMULA 7 & RAY KEITH
4635,INI KAMOZE
4636,SIOUXSIE & THE BANSHEES
4637,SHAWN COLVIN/MARY C CARPENTER
4638,LISA MOORISH
4639,TENOR FLY
4640,ORIGINAL
4641,WHITEHEAD BROS.
4642,ELEVATORMAN
4643,SOUNDSATION
4644,YOUSSOU N'DOUR
4645,HELIOCENTRIC WORLD
4646,DRUGSTORE
4647,OUTHERE BROTHERS
4648,MCALMONT
4649,MASSIVE ATTACK FT TRACEY THORN
4650,DEUCE
4651,SCARLET
4652,JIM CARREY
4653,NICK HOWARD
4654,DUB WAR
4655,BOB SEGER/SILVER BULLET BAND
4656,VANESSA-MAE
4657,DJ SCOTT FEATURING LORNA B
4658,RIO & MARS
4659,SEX CLUB
4660,MIGUEL BOSE
4661,RHYTHMIC STATE
4662,BUZZ-E-BEE
4663,WEEN
4664,MN8
4665,PERFECTO ALLSTARZ
4666,SPIRITUALIZED E. M.
4667,X-STATIC
4668,MACK VIBE FEAT JACQUELINE
4669,MK FEATURING ALANA
4670,ERICK MORE MORILLO PRTS R.A.W.
4671,ROCKERS HI-FI
4672,BUCKETHEADS
4673,RANKIN FAMILY FT L. O'MAONLAI
4674,DEEP DISH PRESENTS PRANA
4675,SICK OF IT ALL
4676,STEPZ
4677,BBR STREETGANG
4678,BLACK CROWES
4679,APACHE INDIAN AND TIM DOG
4680,WEEZER
4681,ESCRIMA
4682,BAD RELIGION
4683,SHARON FORRESTER
4684,TIME OF THE MUMPH
4685,MEPHISTO FEATURING SHUNZA
4686,SLICK RICK
4687,DEANA CARTER
4688,B.M.U.
4689,C+C MUSIC FACTORY
4690,JON OF THE PLEASED WIMMIN
4691,MELANIE WILLIAMS & JOE ROBERTS
4692,GO-GO'S
4693,LOVEHAPPY
4694,P J HARVEY
4695,HI-LUX
4696,LAVINIA JONES
4697,SEB
4698,SMITHS
4699,FRASH
4700,VIDA SIMPSON
4701,JUNIOR REID
4702,JAYHAWKS
4703,LORRAINE ELLISON
4704,MICHAEL WATFORD/ROBERT OWENS
4705,MARSHALL'S PARTY FT KILLER T
4706,CHARLENE SMITH
4707,MIKE & THE MECHANICS
4708,CAROL BAILEY
4709,JODIE
4710,MARION
4711,HORACE BROWN
4712,SWING 52
4713,SOUNDMAN & D LLOYDIE FT E TROY
4714,JTQ FEAT ALISON LIMERICK
4715,HEATHER NOVA
4716,HOOTIE & THE BLOWFISH
4717,DATA
4718,KEITH SWEAT FEAT KUT KLOSE
4719,FOR REAL
4720,TONY DE VIT
4721,RAJA-NEE
4722,TABERNACLE
4723,ADINA HOWARD
4724,MOLLY HALF HEAD
4725,TRUCE
4726,DODGY WITH THE KICK HORNS
4727,GLAM METAL DETECTIVES
4728,ROCKFORD FILES
4729,MC SPY-D + FRIENDS
4730,SCARFACE FEATURING ICE CUBE
4731,OUTRAGE
4732,WHOOLIGANZ FEATURING B REAL
4733,UNITED FUTURE ORGANISATION
4734,PALM SKIN PRODUCTIONS
4735,JAYNE COLLINS
4736,CHER/HYNDE/CHERRY WITH CLAPTON
4737,49-ERS FEAT ANN-MARIE SMITH
4738,BT
4739,DIONNE FARRIS
4740,COMING OUT CREW
4741,GREED FEAT RICARDO DA FORCE
4742,LUSCIOUS JACKSON
4743,CHIEFTAINS WITH VAN MORRISON
4744,LOUCHIE LOU & MICHIE ONE
4745,DANNY TENAGLIA FT CELEDA
4746,ADIEMUS
4747,TIN TIN OUT FEAT ESPIRITU
4748,LEFTFIELD HALLIDAY
4749,SPHINX
4750,SKUNK ANANSIE
4751,DJ SHADOW
4752,LEVITICUS
4753,BING ABRAHAMS
4754,BEATLES
4755,NPG
4756,BROWNSTONE
4757,DAN HARTMAN/LOLEATTA HOLLOWAY
4758,NOLANS
4759,BOMB THE BASS FEAT CARLTON
4760,GIANT CITY
4761,REPUBLICA
4762,KOOL WORLD PRODUCTIONS
4763,TOM JONES FEAT TORI AMOS
4764,PASADENAS
4765,SCOOTER
4766,LINK
4767,GRACE
4768,PATO BANTON WITH RANKING ROGER
4769,APHEX TWIN
4770,BEVERLEY KNIGHT
4771,LOVE CITY GROOVE
4772,MARCO POLO
4773,TRACI LORDS
4774,K-STAND FEAT PETE BOYLE
4775,CARDIGANS
4776,TINA ARENA
4777,REEF
4778,CRASH TEST DUMMIES FT E REID
4779,DR DRE & ICE CUBE
4780,ARTEMESIA
4781,SOX
4782,MENSWEAR
4783,ANTHONY WAY/STANISLAS SYREWICZ
4784,SACRED SPIRIT
4785,EMILY VAN EVERA/SISTER G FRITZ
4786,CHILL FM FEAT TECHNOTRANCE
4787,THURMAN
4788,MARK MORRISON
4789,APACHE INDIAN FT FRANKIE PAUL
4790,WILDCHILD
4791,LIPPY LOU
4792,SHADES OF LOVE
4793,DEAR JON
4794,PRIMAX FEATURING KIMBERLEY
4795,RED FOX
4796,FIERCE CHILD
4797,REAL MCCOY
4798,SHANE MACGOWAN/SINEAD O'CONNOR
4799,PRIZNA FEAT DEMOLITION MAN
4800,METHOD MAN
4801,BIOSPHERE
4802,RHYTHM FACTOR
4803,SWING FEAT DR. ALBAN
4804,KUT KLOSE
4805,H-BLOCKX
4806,BUSH
4807,CARL CRAIG
4808,MATT MONRO JNR WITH MATT MONRO
4809,SUPER CAT FT JACK RADICS
4810,MARK' OH
4811,WINX
4812,QFX
4813,DREADZONE
4814,WARRIOR SOUL
4815,SMOKIE FT ROY CHUBBY BROWN
4816,S.A.I.N. PART TWO
4817,DREDSTOCK
4818,BANG BANG MACHINE
4819,SABRES OF PARADISE VERSUS LFO.
4820,SCATMAN JOHN
4821,MONTELL JORDAN
4822,MANCHESTER UTD FEAT STRYKER
4823,POLICE
4824,VERVE
4825,SHIVA
4826,CHARLES & EDDIE
4827,2 IN A TANK
4828,ONE TRIBE FT ROGER
4829,FREE SPIRIT
4830,JEANIE TRACY & BOBBY WOMACK
4831,DANNY RED
4832,MOSEPH CAT
4833,LITTLE AXE
4834,CHROME
4835,ALOOF
4836,60FT DOLLS
4837,LUNA
4838,MONEY MARK
4839,ROBSON & JEROME
4840,ALI CAMPBELL
4841,EVERTON FC
4842,EUROGROOVE
4843,GOMPIE
4844,WHITE ZOMBIE
4845,MARIA ROWE
4846,DIVA RHYTHMS
4847,ANTHONY WAY
4848,KRINKLE CUT GROOVES
4849,SPIRAL STARES
4850,FREQUENCY DIP
4851,NIGHTCRAWLERS FT JOHN REID
4852,MCALMONT & BUTLER
4853,FRANKIE KNUCKLES FT ADEVA
4854,BLESSID UNION OF SOULS
4855,MACHINE HEAD
4856,MK
4857,ORBITAL/THERAPY?
4858,JEFF BUCKLEY
4859,LIGHTHOUSE FAMILY
4860,FEDERAL HILL
4861,LADYSMITH BLACK../CHINA BLACK
4862,HAPPY CLAPPERS
4863,E-ROTIC
4864,LADYSMITH BLACK../P.J. POWERS
4865,HAMMER/DEION SANDERS
4866,DREAMHOUSE
4867,GET READY
4868,CAROLYN HARDING & DAMON HORTON
4869,BODY HEAT
4870,BROTHERHOOD
4871,MICHAEL JACKSON/JANET JACKSON
4872,BLACK GRAPE
4873,DANIEL O'DONNELL & MARY DUFF
4874,ROLLO GOES MYSTIC
4875,DUSTY SPRINGFIELD & DARYL HALL
4876,URBAN SHAKEDOWN FT DBO GENERAL
4877,TERRI SYMON
4878,PETER ANDRE
4879,JEREMY JACKSON
4880,LIBERTY CITY
4881,JOY FOR LIFE
4882,CHEMICAL BROTHERS
4883,BLUETONES
4884,JOE T. VANNELLI PROJECT
4885,DJ BOBO
4886,SIZE 9
4887,RHYTHM SOURCE
4888,BLACKNUSS FT TITIYO & JENNIFER
4889,MR. LEE
4890,WACK
4891,M>FIVE FEAT BRAD RAKER
4892,DOORS
4893,XAVIERA GOLD
4894,RAPPIN' 4-TAY
4895,LOVE TO INFINITY
4896,JOANNE FARRELL
4897,D*INFLUENCE
4898,CHRISSY WARD
4899,POWDER
4900,KIRSTY MACCOLL AND EVAN DANDO
4901,BAK2BASSIKS FT MONA LISA
4902,LIBERA
4903,HAL 9000
4904,JETPAC
4905,LIPSTICK
4906,ENDIVE
4907,FOO FIGHTERS
4908,A.D.A.M. FEATURING AMY
4909,REAL EMOTION
4910,JHELISA
4911,CUTBACK FEATURING FEDERAL
4912,DISCO DAYS
4913,FLOORJAM
4914,BETTER THAN EZRA
4915,HIGH LLAMAS
4916,EMF/REEVES AND MORTIMER
4917,DIANA KING
4918,SHAGGY FEATURING RAYVON
4919,SOUL FOR REAL
4920,ASHA
4921,DUBSTAR
4922,FEVER FEATURING TIPPA IRIE
4923,SPACE BABY
4924,CRAIG MCLACHLAN & THE CULPRITS
4925,SHUT UP & DANCE/R DAVIS/PROF T
4926,KREUZ
4927,ROBBIE CRAIG
4928,SWAGMAN FT QUANTUM JUMP
4929,FRANKE PHAROAH
4930,STRANGLERS
4931,SHYTALKS
4932,RAB S & SCOTT B
4933,CAST
4934,DANA DAWSON
4935,TOTAL FEAT NOTORIOUS B.I.G.
4936,ANN-MARIE SMITH
4937,88.3 FEAT LISA MAY
4938,CABANA
4939,RAPHAEL SAADIQ
4940,MOBIUS LOOP FT JULIE ZEE
4941,SUGARBABIES
4942,2 BROTHERS ON THE 4TH FLOOR
4943,ISHA D
4944,SMOOTH
4945,DISCO CITIZENS
4946,HEAVY STEREO
4947,J.PAC
4948,PARTY FAITHFULL
4949,SPAGHETTI SURFERS
4950,LONGPIGS
4951,CARLI JAMES
4952,TODD TERRY
4953,SARA PARKER
4954,IO PULSINGER
4955,METHOD MAN FT MARY J. BLIGE
4956,MONICA
4957,HYPERLOGIC
4958,4MANDU
4959,SLEAZESISTERS WITH V SHEPARD
4960,YOSH PRESENTS LOVEDEEJAY AKEMI
4961,SILVERCHAIR
4962,ALANIS MORISSETTE
4963,DJ KRUSH
4964,WHIPPING BOY
4965,YOJO WORKING
4966,GARY KEMP
4967,TRICKY VS THE GRAVEDIGGAZ
4968,LEFTFIELD FEAT DJUM DJUM
4969,UP YER RONSON FT MARY PEARCE
4970,FAITHLESS
4971,MASTERS AT WORK PRESENT INDIA
4972,SHABBA RANKS FEAT MYKAL ROSE
4973,SCARFACE
4974,CATHERINE WHEEL
4975,ISAAC HAYES
4976,UNO CLIO
4977,MICHEAL O'SUILLEABHAIN
4978,SHOCK 'N' OUT FT BROWN/IRIE
4979,CYGNUS X
4980,RAMA 1
4981,SUGGS
4982,CONNELLS
4983,MARY KIANI
4984,99TH FLOOR ELEVATORS FT TONY D
4985,SHARADA HOUSE GANG
4986,SPACE 2000
4987,GEORGIE PORGIE
4988,MONE
4989,DUFFY
4990,LICK
4991,DAMAGE
4992,LOOSSE/YOLANDA REYNOLDS
4993,FRANK BLACK & TEENAGE FANCLUB
4994,GURU FEATURING CHAKA KHAN
4995,NEW POWER GENERATION
4996,RHYTHM ON THE LOOSE
4997,GARBAGE
4998,MORTEN HARKET
4999,DOG EAT DOG
5000,SABRE FEAT PRESIDENT BROWN
5001,SPONGE
5002,LORAINE VELEZ
